,total_shootings,date,city,county,age,race,ACAD_HRS_ADD,FLD_HRS_ADD,OPBUDGET_2019,department,state,POPULATION,shootings_per_100k,budget_per_100k,FLD_HRS_ST,ACAD_HRS_ST,FLD_HRS_TOT,ACAD_HRS_TOT,female,male,local_other,local_police,sheriff,state_police
0,1,2017-11-17,Albuquerque,Bernalillo,25.0,W,0,360,2000000.0,Abbeville County Sheriff's Office,SC,25000,4.0,8000000.0,0,480,360,480,0,1,0,0,1,0
1,1,2017-05-13,West Allis,,37.0,W,0,44,6799803.0,Aberdeen Police Department,WA,16827,5.942829975634397,40410073.0968087,528,720,572,720,0,1,0,1,0,0
2,3,2016-12-12,Bakersfield,,73.0,H,372,560,30362070.0,Abilene Police Department,TX,124407,2.4114398707468228,24405435.38546866,0,728,560,1100,0,1,0,1,0,0
4,12,2016-10-19,Dallas,Dallas,24.0,,110,0,32120833.0,Adams County Sheriff's Department,CO,97633,12.290926223715342,32899565.72060676,24,746,24,856,0,1,0,0,1,0
6,6,2015-10-14,Indio,Riverside,18.0,H,0,0,15917850.0,Aiken County Sheriff's Office,SC,172295,3.482399373168113,9238718.477030674,480,480,480,480,0,1,0,0,1,0
7,8,2015-09-09,Kansas City,Jackson,37.0,B,200,680,56670000.0,Akron Police Department,OH,195994,4.081757604824637,28914150.433176525,0,740,680,940,0,1,0,1,0,0
9,4,2016-01-15,Elkins,Randolph,26.0,W,0,823,87361604.0,Alachua County Sheriff's Office,FL,118969,3.362220410359001,73432242.01262514,0,770,823,770,0,1,0,0,1,0
10,2,2016-12-23,El Monte,Los Angeles,,,0,686,25952428.0,Alamance County Sheriff's Office,NC,65316,3.062036866923878,39733645.661093764,0,640,686,640,0,1,0,0,1,0
11,4,2015-09-05,Ontario,San Bernardino,32.0,H,400,480,222247928.0,Alameda County Sheriff's Office,CA,253692,1.5767150718193716,87605414.43955663,40,664,520,1064,0,1,0,0,1,0
14,1,2018-03-27,Midway,,24.0,W,0,240,18000000.0,Albemarle County Police Department,VA,110065,0.9085540362513062,16353972.65252351,480,800,720,800,0,1,0,1,0,0
16,40,2015-06-02,Azle,Tarrant,26.0,W,512,680,188000000.0,Albuquerque Police Department,NM,562540,7.110605468055605,33419845.699861344,0,677,680,1189,0,1,0,1,0,0
17,1,2015-08-28,Longview,Gregg,23.0,W,154,756,18917000.0,Alexandria Police Department,LA,45573,2.1942817018848877,41509226.95455642,0,496,756,650,0,1,0,1,0,0
18,2,2017-09-05,Spring,,,,0,500,67793778.0,Alexandria Police Department,VA,158726,1.260033012864937,42711199.17341834,100,480,600,480,1,0,0,1,0,0
20,4,2016-07-27,Malta,Phillips,20.0,W,8,0,38670975.0,Allentown Police Department,PA,121470,3.2929941549353754,31835823.660163008,640,919,640,927,0,1,0,1,0,0
21,16,2015-11-05,Hominy,Osage,20.0,W,488,560,43953657.0,Amarillo Police Department,TX,199654,8.01386398469352,22014914.301742014,0,696,560,1184,0,1,0,1,0,0
22,1,2018-03-28,Sylacauga,,64.0,W,0,60,3926379.0,Amherst County Sheriff's Office,VA,31526,3.171985028230667,12454415.403159298,100,930,160,930,0,1,0,0,1,0
24,7,2016-03-23,Raleigh,Shelby,30.0,B,0,0,18204260.0,Anderson County Sheriff's Office,SC,207090,3.3801728716982953,8790506.543048916,320,480,320,480,0,1,0,0,1,0
25,1,2017-10-28,Greeley,Weld,40.0,H,0,0,11965351.0,Anderson Police Department,IN,54631,1.8304625578883784,21902126.99749227,600,600,600,600,0,1,0,1,0,0
26,1,2018-04-08,Cathedral City,Riverside,24.0,H,0,504,2429900.0,Angola Police Department,IN,8827,11.328877308258752,27528038.97133794,0,600,504,600,0,1,0,1,0,0
27,7,2017-02-10,Bethany,Oklahoma,45.0,W,515,240,151162000.0,Anne Arundel County Police Department,MD,543253,1.2885340716019977,27825341.04735731,240,785,480,1300,0,1,0,1,0,0
28,1,2017-03-24,Cisco,Eastland,26.0,H,0,504,38578310.0,Anoka County Sheriff's Office,MN,75000,1.3333333333333333,51437746.666666664,0,100,504,100,0,1,0,0,1,0
29,4,2016-08-13,Phoenix,Maricopa,38.0,H,376,0,39868196.0,Antioch Police Department,CA,111605,3.584068814121231,35722589.489718206,400,664,400,1040,0,1,0,1,0,0
30,4,2016-07-28,City Terrace,Los Angeles,36.0,H,0,520,17948165.0,Appleton Police Department,WI,74058,5.401172054335791,24235281.806151934,0,720,520,720,0,1,0,1,0,0
31,1,2015-08-14,District Heights,Prince George's,30.0,B,12,0,2700000.0,Arab Police Department,AL,8406,11.896264572924103,32119914.346895076,400,560,400,572,0,1,0,1,0,0
32,10,2015-06-19,Greeley,Weld,50.0,H,280,560,100150784.0,Arapahoe County Sheriff's Office,CO,650000,1.5384615384615385,15407812.923076924,0,548,560,828,0,1,0,0,1,0
34,2,2015-05-27,Ideal Beach,Monmouth,39.0,W,320,530,72068068.0,Arlington County Police Department,VA,240119,0.8329203436629338,30013479.98284184,100,480,630,800,0,1,0,1,0,0
35,13,2015-08-03,Campbelltown,Lebanon,18.0,W,544,760,112956223.0,Arlington Police Department,TX,398864,3.2592562878575153,28319483.081952743,0,696,760,1240,0,1,0,1,0,0
36,3,2015-06-03,Los Lunas,Valencia,36.0,H,0,0,6278699.0,Aroostook County Sheriff's Office,ME,28750,10.434782608695652,21838953.04347826,0,720,0,720,0,1,0,0,1,0
37,10,2016-11-07,Philadelphia,Philadelphia,31.0,B,80,800,38534561.0,Arvada Police Department,CO,121936,8.201023487731268,31602283.98504133,24,640,824,720,0,1,0,1,0,0
38,1,2019-02-06,Walter Hill,,43.0,B,60,60,1500000.0,Ashburn Police Department,GA,3653,27.37476047084588,41062140.70626882,60,480,120,540,0,1,0,1,0,0
39,1,2016-03-10,Reno,Washoe,22.0,B,320,0,29927129.0,Asheville Police Department,NC,92852,1.0769827251970878,32231000.947744798,240,774,240,1094,0,1,0,1,0,0
41,1,2015-12-31,Las Vegas,Clark,23.0,B,0,180,373682.0,Ashville Police Department,AL,2396,41.736227045075125,15596076.794657763,0,560,180,560,0,1,0,1,0,0
42,3,2017-05-29,Arundel,York,37.0,W,160,600,24605832.0,Athens-Clarke Police Department,GA,126566,2.370304821200006,19441107.406412464,0,408,600,568,0,1,0,1,0,0
43,21,2015-05-03,Chavies,Perry,53.0,W,446,240,207814301.0,Atlanta Police Department,GA,512550,4.097161252560726,40545176.27548532,0,408,240,854,0,1,0,1,0,0
44,4,2015-07-12,Casper,Natrona,27.0,W,0,40,27801450.0,Atlantic City Police Department,NJ,37569,10.647076046740663,74001038.08991455,440,952,480,952,0,1,0,1,0,0
45,1,2016-01-27,Lenoir City,Loudon,40.0,A,0,768,15432644.0,Auburn Police Department,AL,68343,1.4632076437967312,22581162.664793763,0,560,768,560,0,1,0,1,0,0
47,1,2017-12-25,Tulsa,Tulsa,,,40,40,5400000.0,Augusta Police Department,ME,18747,5.334186803221849,28804608.737397984,700,720,740,760,0,1,0,1,0,0
48,21,2015-01-07,Freeport,Brazoria,31.0,B,484,600,133217416.0,Aurora Police Department,CO,387377,5.421075593026948,34389603.92589132,0,556,600,1040,0,1,0,1,0,0
50,1,2016-04-07,Omaha,Douglas,44.0,W,0,0,1606548.0,Aurora Police Department,MO,7432,13.455328310010765,21616630.785791174,480,700,480,700,0,1,0,1,0,0
51,35,2015-02-11,San Jose,Santa Clara,23.0,B,269,0,434475745.0,Austin Police Department,TX,995484,3.515877703709954,43644673.84709347,560,696,560,965,0,1,0,1,0,0
52,5,2016-08-07,Cincinnati,Hamilton,25.0,B,80,0,29926300.0,Avondale Police Department,AZ,88914,5.623411386283375,33657579.23386643,640,585,640,665,0,1,0,1,0,0
54,23,2015-02-05,Chino,San Bernardino,59.0,W,208,80,237613323.0,Baltimore County Police Department,MD,826017,2.784446324954571,28766154.086417105,240,792,320,1000,0,1,0,1,0,0
55,22,2015-02-14,Essex,Baltimore,16.0,W,450,0,536376477.0,Baltimore Police Department,MD,586131,3.753427134889641,91511364.69492316,240,750,240,1200,0,1,0,1,0,0
56,1,2016-10-28,Sacramento,Sacramento,38.0,B,0,0,4503378.0,Bannock County Sheriff's Department,ID,17288,5.784359093012494,26049155.48357242,320,566,320,566,0,1,0,0,1,0
58,3,2015-07-21,Jesup,Wayne,35.0,W,80,240,26178900.0,Bartow County Sheriff's Office,GA,110458,2.7159644389722795,23700320.4838038,240,408,480,488,0,1,0,0,1,0
59,7,2015-12-17,Kent,Portage,25.0,W,309,640,93530380.0,Baton Rouge Police Department,LA,219052,3.1955882621478007,42697797.783174776,0,496,640,805,0,1,0,1,0,0
60,3,2016-11-11,Boise,Ada,,H,0,40,18000000.0,Battle Creek Police Department,MI,50799,5.905628063544557,35433768.38126735,800,800,840,800,0,1,0,1,0,0
62,1,2017-11-09,Flatwoods,Greenup,23.0,W,80,260,25592000.0,Bayonne Police Department,NJ,65165,1.5345661014348195,39272615.6679199,0,800,260,880,1,0,0,1,0,0
63,4,2015-04-13,Alton,Madison,27.0,H,240,0,28000000.0,Baytown Police Department,TX,77288,5.175447676223993,36228133.73356795,160,700,160,940,0,1,0,1,0,0
64,1,2015-05-15,Sacramento,Sacramento,42.0,W,24,320,5231159.0,Beacon Police Department,NY,13930,7.178750897343861,37553187.36539842,160,700,480,724,0,1,0,1,0,0
65,1,2017-11-04,Billings,Yellowstone,30.0,N,40,0,351599.0,Bean Station Police Department,TN,3134,31.90810465858328,11218857.689853223,0,400,0,440,0,1,0,1,0,0
66,1,2017-04-29,Papaaloa,,59.0,W,0,800,33378832.0,Beaufort County Sheriff's Department,SC,192122,0.5205025973079606,17373768.75110607,0,462,800,462,0,1,0,0,1,0
67,5,2016-01-05,Charlotte,Mecklenburg,33.0,B,0,800,39061900.0,Beaumont Police Department,TX,115473,4.330016540663185,33827734.62194625,40,712,840,712,0,1,0,1,0,0
68,4,2015-07-13,Lynn,Essex,23.0,H,0,240,33945475.0,Beaverton Police Department,OR,98957,4.042159725941571,34303257.98073911,50,640,290,640,0,1,0,1,0,0
71,1,2017-04-18,Brandywine,Pendleton,32.0,W,0,801,49030947.0,Bellevue Police Department,WA,148073,0.6753425675173731,33112685.634788245,0,720,801,720,0,1,0,1,0,0
72,2,2017-02-16,Brooklyn,Kings,17.0,B,340,480,16421422.0,Bell Gardens Police Department,CA,40954,4.883527860526444,40097235.92323094,480,664,960,1004,0,1,0,1,0,0
73,1,2016-07-01,Landrum,Spartanburg,63.0,W,0,749,29145597.0,Bellingham Police Department,WA,93955,1.0643393113724655,31020804.6405194,0,720,749,720,0,1,0,1,0,0
74,1,2016-03-13,Vancouver,Clark,38.0,W,0,0,6984076.0,Bell Police Department,CA,34734,2.879023435250763,20107318.477572408,640,664,640,664,1,0,0,1,0,0
75,3,2016-11-22,Newark,Essex,23.0,B,250,408,5649908.0,Belton Police Department,MO,23793,12.608750472828143,23746093.388811834,0,600,408,850,0,1,0,1,0,0
78,1,2018-02-11,Grant,,,,80,80,2200000.0,Benton Harbor Department of Public Safety,MI,9692,10.317787866281469,22699133.305819232,600,900,680,980,0,1,0,1,0,0
79,4,2015-04-21,Trenton,Essex,35.0,B,0,516,5443810.0,Berkeley County Sheriff's Office,SC,143382,2.789750456821637,3796717.858587549,0,463,516,463,0,1,0,0,1,0
80,19,2015-05-21,El Paso,El Paso,22.0,H,300,240,60000000.0,Bernalillo County Sheriff's Department,NM,150000,12.666666666666666,40000000.0,0,800,240,1100,0,1,0,0,1,0
81,12,2015-06-27,Tahlequah,Cherokee,35.0,W,92,520,150218400.0,Bexar County Sheriff's Office,TX,463885,2.586848033456568,32382681.05241601,140,643,660,735,0,1,0,0,1,0
82,5,2016-04-18,Mableton,Cobb,18.0,B,0,540,49939378.0,Bibb County Sheriff's Department,GA,153159,3.264581252162785,32606231.43269413,0,408,540,408,0,1,0,0,1,0
83,12,2015-01-24,Rexburg,Madison,45.0,W,0,0,27017423.0,Billings Police Department,MT,109736,10.935335714806445,24620382.554494426,400,480,400,480,0,1,0,1,0,0
84,5,2015-11-10,Colorado Springs,El Paso,63.0,W,0,684,18662860.0,Biloxi Police Department,MS,46127,10.839638389663321,40459730.7433824,0,480,684,480,0,1,0,1,0,0
85,10,2015-06-07,Woodland,Cowlitz,58.0,W,240,640,92775797.0,Birmingham Police Department,AL,206950,4.832085044696786,44830054.1193525,0,560,640,800,0,1,0,1,0,0
87,1,2016-01-05,Olympia,King,29.0,W,0,0,13520138.0,Bismarck Police Department,ND,74018,1.3510227242022212,18266013.67234997,560,480,560,480,0,1,0,1,0,0
88,1,2017-06-20,Franklin,,40.0,W,0,0,13520138.0,West Dakota Police Department,ND,74018,1.3510227242022212,18266013.67234997,560,480,560,480,0,1,0,1,0,0
89,1,2016-05-02,Greenville,Greenville,52.0,B,0,308,16581350.0,Bloomfield Police Department,NJ,49810,2.007628990162618,33289198.956032924,0,640,308,640,0,1,0,1,0,0
91,1,2015-02-10,Whitehaven,Shelby,49.0,B,240,480,26976602.0,Bloomington Police Department,MN,84583,1.1822706690469718,31893645.295153875,0,900,480,1140,0,1,0,1,0,0
93,2,2015-12-24,Porterville,Tulare,23.0,H,300,800,11000000.0,Blue Springs Police Department,MO,56547,3.5368808248006083,19452844.536403343,0,600,800,900,0,1,0,1,0,0
94,13,2015-01-27,Morenci,Greenlee,29.0,W,850,640,66867208.0,Boise Police Department,ID,229776,5.657684005292111,29101041.013856977,0,100,640,950,0,1,0,1,0,0
95,1,2018-03-23,Abilene,,29.0,W,0,24,24557113.0,Bolingbrook Police Department,IL,74025,1.3508949679162445,33174080.37825059,800,640,824,640,0,1,0,1,0,0
96,1,2017-12-23,Los Angeles,Los Angeles,32.0,,0,0,1740329.0,Bolivar Police Department,TN,4845,20.63983488132095,35920103.199174404,0,480,0,480,0,1,0,1,0,0
99,1,2017-08-08,Dalton,Cook,17.0,B,0,0,19509427.0,Boone County Sheriff's Office,KY,134000,0.7462686567164178,14559273.880597014,560,800,560,800,0,1,0,0,1,0
100,2,2016-03-07,San Jose,Santa Clara,45.0,H,0,800,1674020.0,Boone Police Department,IA,12407,16.119932296284354,13492544.531312969,0,640,800,640,0,1,0,1,0,0
101,1,2020-03-12,Potomac,,21.0,W,28,0,20866861.0,Bossier City Police Department,LA,68216,1.465931746217896,30589393.983816113,480,500,480,528,0,1,0,1,0,0
104,2,2015-04-04,Orange,Orange,31.0,B,0,0,51239799.0,Boulder County Sheriff's Office,CO,58000,3.4482758620689657,88344481.03448276,160,556,160,556,0,1,0,0,1,0
105,3,2016-02-13,Arvonia,Buckingham,19.0,B,240,0,36456641.0,Boulder Police Department,CO,107645,2.7869385480050166,33867472.711226724,600,780,600,1020,0,1,0,1,0,0
106,3,2017-03-11,East Baton Rouge,East Baton Rouge,30.0,B,0,0,33507073.0,Boynton Beach Police Department,FL,80108,3.7449443251610326,41827374.29470215,640,420,640,420,0,1,0,1,0,0
107,5,2016-10-24,North St. Louis,St. Louis City,19.0,B,0,600,17890607.0,Bradley County Sheriff's Office,TN,106727,4.684850131644289,16762962.511829248,0,488,600,488,0,1,0,0,1,0
108,1,2018-03-21,Owasso,,39.0,N,120,480,2775000.0,Brattleboro Police Department,VT,11257,8.88336146397797,24651328.062538862,0,640,480,760,0,1,0,1,0,0
109,3,2016-06-02,Norfolk,Norfolk City,43.0,B,60,0,40852535.0,Brazoria County Sheriff's Department,TX,126396,2.3734928320516473,32321066.331213012,160,728,160,788,0,1,0,0,1,0
111,1,2016-07-27,Tempe,Maricopa,19.0,B,200,40,40131912.0,Bridgeport Police Department,CT,143525,0.6967427277477791,27961617.83661383,400,1340,440,1540,0,1,0,1,0,0
112,1,2017-05-16,Tustin,Orange,24.0,H,0,0,4000000.0,Bridgeview Police Department,IL,15993,6.252735571812669,25010942.287250675,120,480,120,480,0,1,0,1,0,0
114,3,2015-07-09,Parowan,Iron,50.0,W,94,480,28646214.0,Brockton Police Department,MA,95770,3.13250495979952,29911469.144826148,0,795,480,889,0,1,0,1,0,0
115,1,2015-08-29,North Las Vegas,Clark,25.0,B,0,80,29790081.0,Broomfield Police Deparment,CO,72236,1.3843512929841078,41239937.150451295,480,556,560,556,0,1,0,1,0,0
116,16,2015-06-26,Malone,Franklin,49.0,W,128,552,962841240.0,Broward County Sheriff's Office,FL,600244,2.6655826630503596,160408307.2883694,40,770,592,898,0,1,0,0,1,0
117,4,2015-07-21,White,Bartow,47.0,W,0,0,35813008.0,Brownsville Police Department,TX,183428,2.1806921516889464,19524286.36849336,160,696,160,696,0,1,0,1,0,0
119,1,2017-06-15,Newton,Rockingham,40.0,W,16,500,4879244.0,Bryant Police Department,AR,21375,4.678362573099415,22826872.514619883,0,520,500,536,0,1,0,1,0,0
120,1,2016-01-15,Southfield,Oakland,24.0,B,0,0,3194581.0,Buchanan County Sheriff's Department,VA,22938,4.3595779928502925,13927025.023977678,100,750,100,750,0,1,0,0,1,0
121,2,2016-03-04,East Bernstadt,Laurel,30.0,W,0,640,20858393.0,Buckeye Police Department,AZ,85224,2.3467567821271005,24474787.61851122,0,585,640,585,0,1,0,1,0,0
122,3,2016-07-27,Metairie,Jefferson,17.0,B,80,0,89099759.0,Buffalo Police Department,NY,254479,1.1788792002483506,35012617.54408026,160,850,160,930,0,1,0,1,0,0
125,1,2016-08-16,Tucson,Pima,25.0,H,0,0,61215850.0,Burbank Police Department,CA,101866,0.9816818172893803,60094486.87491411,600,664,600,664,0,1,0,1,0,0
126,1,2017-01-24,Sugar Creek,Jackson,22.0,W,240,714,17490045.0,Burlington Police Department,NC,55599,1.7985934998830915,31457481.249662764,0,640,714,880,0,1,0,1,0,0
127,1,2018-01-05,Long Beach,Los Angeles,35.0,A,0,0,5826500.0,Burton Police Department,MI,28462,3.5134565385426186,20471154.521818567,640,594,640,594,0,1,0,1,0,0
129,1,2017-12-12,Rincon,Effingham,50.0,W,0,0,2300000.0,Butler Police Department,PA,12847,7.783918424534911,17903012.376430295,1000,799,1000,799,1,0,0,1,0,0
133,2,2016-02-06,Los Angeles,Los Angeles,16.0,H,77,1080,97332233.0,Calcasieu Parish Sheriff's Office,LA,203436,0.9831101673253505,47844153.93539,0,496,1080,573,0,1,0,0,1,0
134,1,2017-05-03,San Francisco,San Francisco,26.0,W,0,40,4500000.0,Caledonia Police Department,WI,25235,3.9627501486031305,17832375.668714087,480,720,520,720,0,1,0,1,0,0
136,1,2021-03-20,Centerville,,48.0,W,80,480,60233075.0,Cambridge Police Department,MA,119192,0.8389824820457749,50534494.76474931,0,800,480,880,0,1,0,1,0,0
137,3,2015-07-12,Denver,Denver,35.0,N,0,0,72062895.0,Camden County Police Department,NJ,74744,4.013700096328803,96412949.53441079,480,840,480,840,0,1,0,1,0,0
138,1,2016-12-17,Everett,Snohomish,44.0,N,40,0,34000000.0,Cameron County Sheriff's Office,TX,150000,0.6666666666666666,22666666.666666668,160,800,160,840,0,1,0,0,1,0
140,1,2017-02-07,Jackson County,Jackson,18.0,W,0,0,5091694.0,Canadian County Sheriff's Department,OK,150000,0.6666666666666666,3394462.6666666665,480,576,480,576,0,1,0,0,1,0
141,2,2016-08-01,Stafford,Stafford,67.0,W,0,0,18212498.0,Canton Police Department,OH,69963,2.8586538598973745,26031613.853036605,640,680,640,680,0,1,0,1,0,0
142,4,2016-01-17,Mesa,Maricopa,26.0,W,480,540,55249170.0,Cape Coral Police Department,FL,200972,1.9903270107278623,27490978.842823874,0,770,540,1250,0,1,0,1,0,0
144,2,2017-08-31,Bakersfield,Kern,22.0,H,80,640,23141150.0,Carmel Police Department,IN,101643,1.9676711627952737,22767086.764459923,0,600,640,680,0,1,0,1,0,0
145,1,2015-01-31,Randallstown,Baltimore,54.0,B,0,0,5077757.0,Carroll County Sheriff's Department,TN,28000,3.571428571428571,18134846.428571425,480,480,480,480,0,1,0,0,1,0
146,1,2015-02-07,Calimesa,Riverside,26.0,W,0,0,8526622.0,Carrollton Police Department,GA,27450,3.6429872495446265,31062375.2276867,600,440,600,440,0,1,0,1,0,0
147,3,2016-04-28,Boise,Ada,53.0,W,200,720,32000000.0,Carrollton Police Department,TX,139892,2.144511480284791,22874789.123037774,0,728,720,928,0,1,0,1,0,0
150,1,2016-03-10,Colorado City,,23.0,H,24,0,6129280.0,Cartersville Police Department,GA,22037,4.537822752643281,27813586.24132141,450,400,450,424,0,1,0,1,0,0
151,1,2016-08-02,Alexandria,Douglas,31.0,W,80,480,24000000.0,Cary Police Department,NC,173587,0.5760800059912321,13825920.143789569,0,640,480,720,0,1,0,1,0,0
153,1,2016-11-18,Fort Walton Beach,Okaloosa,35.0,W,40,720,4192305.0,Cass County Sheriff's Department,IN,19723,5.070222582771384,21255919.484865386,0,640,720,680,0,1,0,0,1,0
155,4,2015-09-28,Miami,Polk,31.0,B,140,480,45347855.0,Cedar Rapids Police Department,IA,134027,2.984473277772389,33834865.36294925,0,620,480,760,0,1,0,1,0,0
157,11,2015-03-01,Houston,Harris,35.0,A,0,760,91348133.0,Chandler Police Department,AZ,265398,4.14471849825545,34419299.69329084,0,585,760,585,0,1,0,1,0,0
158,1,2017-07-20,Neosho,,52.0,W,350,160,94754000.0,Charles County Sheriff's Office,MD,163257,0.6125311625228933,58039777.77369423,240,750,400,1100,0,1,0,0,1,0
159,4,2015-06-09,Tomball,Harris,45.0,W,25,480,78444983.0,Charleston County Sheriff's Office,SC,350209,1.1421751011538823,22399476.598259896,0,470,480,495,0,1,0,0,1,0
160,2,2015-06-09,Cincinnati,Hamilton,22.0,B,320,480,50870319.0,Charleston Police Department,SC,139714,1.4314957699299997,36410323.23174485,0,469,480,789,0,1,0,1,0,0
161,5,2016-09-20,Westminster,Adams,49.0,W,0,672,22095156.0,Charleston Police Department,WV,45879,10.898232306719851,48159628.58824299,0,824,672,824,0,1,0,1,0,0
162,4,2016-06-28,Honolulu,Honolulu,61.0,A,0,480,77739712.0,Charlotte County Sheriff's Office,FL,167499,2.3880739586504993,46412045.44504743,0,770,480,770,0,1,0,0,1,0
163,1,2016-09-26,Little Rock,Pulaski,32.0,W,160,420,17357796.0,Charlottesville Police Department,VA,46950,2.1299254526091587,36970811.50159745,100,480,520,640,0,1,0,1,0,0
164,8,2015-07-18,Colby,Thomas,65.0,W,400,640,72868657.0,Chattanooga Police Department,TN,184742,4.330363425750506,39443470.894544825,0,480,640,880,0,1,0,1,0,0
165,1,2016-01-05,Johnson City,Washington,39.0,W,0,480,17898058.0,Cheektowaga Police Department,NY,85452,1.1702476243973226,20945159.855825495,160,700,640,700,0,1,0,1,0,0
170,1,2018-04-09,Troy,Oakland,23.0,W,0,80,25829083.0,Cherry Hill Township Police Department,NJ,72037,1.3881755209128643,35855300.748226605,800,840,880,840,0,1,0,1,0,0
171,2,2016-02-04,San Antonio,Bexar,36.0,B,0,120,51985768.0,Chesapeake Police Department,VA,247011,0.8096805405427289,21045932.36738445,560,1040,680,1040,0,1,0,1,0,0
172,2,2016-11-02,Houma,Terrebonne,59.0,W,720,300,68859100.0,Chesterfield County Police Department,VA,358245,0.5582771566944409,19221231.28026909,100,480,400,1200,0,1,0,1,0,0
173,1,2022-01-03,Mesa,,49.0,W,0,120,515638.0,Chetek Police Department,WI,2094,47.75549188156638,24624546.322827123,0,720,120,720,0,1,0,1,0,0
174,3,2015-07-20,Winnie,Chambers,35.0,W,160,560,14351555.0,Cheyenne Police Department,WY,64742,4.633777146211115,22167302.523863953,0,560,560,720,0,1,0,1,0,0
175,49,2015-03-19,Jacksonville,Duval,16.0,B,0,540,1189748797.0,Chicago Police Department,IL,2677643,1.8299676245115573,44432689.38390965,0,560,540,560,0,1,0,1,0,0
176,3,2016-03-17,Houston,Harris,30.0,B,280,400,42021191.0,Chino Police Department,CA,92290,3.2506230360819157,45531683.82273269,400,664,800,944,0,1,0,1,0,0
178,3,2016-02-25,Evans,Weld,37.0,W,0,80,563765248.0,Chula Vista Police Department,CA,272979,1.0989856362577342,206523303.25775975,800,928,880,928,0,1,0,1,0,0
179,8,2015-06-28,Portland,Multnomah,29.0,W,380,520,154133700.0,Cincinnati Police Department,OH,304548,2.6268437159331204,50610642.657315105,0,740,520,1120,0,1,0,1,0,0
180,7,2016-06-29,Fort Madison,Lee,37.0,B,0,40,29392533.0,Citrus County Sheriff's Department,FL,149657,4.6773622349773145,19639931.977789212,687,770,727,770,0,1,0,0,1,0
181,12,2015-03-11,Memphis,Shelby,31.0,W,190,680,119752846.0,Clackamas County Sheriff's Office,OR,245194,4.894083868283889,48840039.315807074,0,640,680,830,0,1,0,0,1,0
183,1,2015-12-01,Bangor,Penobscot,23.0,W,0,240,1600000.0,Clanton Police Department,AL,8764,11.410314924691923,18256503.879507076,0,520,240,520,0,1,0,1,0,0
184,1,2017-04-15,West Memphis,Crittenden,33.0,B,0,0,15000000.0,Clark County Sheriff''s Department,OH,134585,0.7430248541813723,11145372.812720586,400,749,400,749,0,1,0,0,1,0
186,2,2016-12-30,Pensacola,Escambia,,,0,240,6031791.0,Clark County's Sheriff's Department,WI,34748,5.755726948313572,17358671.002647635,0,720,240,720,0,1,0,0,1,0
187,1,2017-02-10,Bridgeton,Cumberland,23.0,B,0,0,3077412.0,Clarksdale Police Department,MS,14470,6.91085003455425,21267532.826537665,0,400,0,400,0,1,0,1,0,0
188,1,2015-01-09,El Paso,El Paso,33.0,H,0,0,30418927.0,Clarkstown Police Department,NY,86000,1.1627906976744187,35370845.34883721,640,835,640,835,0,1,0,1,0,0
189,5,2016-12-07,Fayetteville,Cumberland,31.0,B,200,0,31448229.0,Clarksville Police Department,TN,161247,3.100832883712565,19503140.523544624,480,480,480,680,0,1,0,1,0,0
190,7,2016-02-18,Reno,,32.0,H,0,0,59680021.0,Clay County Sheriff's Office,FL,219252,3.1926732709393755,27219829.693685804,344,770,344,770,0,1,0,0,1,0
192,7,2016-02-11,Columbus,Franklin,30.0,B,160,0,39207499.0,Clayton County Police Department,GA,233265,3.0008788287998627,16808136.239898827,400,408,400,568,0,1,0,1,0,0
193,1,2016-01-20,Kerrville,Kerr,37.0,W,216,240,6242187.0,Clearlake Police Department,CA,15179,6.588049278608604,41123835.562290005,400,664,640,880,0,1,0,1,0,0
194,3,2016-09-23,Pikesville,Baltimore,33.0,B,0,800,45096056.0,Clearwater Police Department,FL,116552,2.573958404832178,38691790.78866086,0,770,800,770,0,1,0,1,0,0
195,2,2017-04-26,Columbus,Franklin,32.0,W,80,0,1854180.0,Cleburne County Sheriff's Office,AL,14000,14.285714285714285,13244142.857142856,0,540,0,620,0,1,0,0,1,0
196,8,2015-01-14,Draper,Salt Lake,34.0,W,441,1040,206566803.0,Cleveland Police Department,OH,378589,2.1131094669945507,54562283.37326229,0,740,1040,1181,0,1,0,1,0,0
197,1,2016-01-16,Beaverton,Washington,44.0,W,0,480,1278267.0,Clinton Police Department,IL,6733,14.852220406950838,18985103.22293183,0,560,480,560,0,1,0,1,0,0
199,1,2016-09-26,Burnsville,Dakota,48.0,W,224,160,3900000.0,Cloverdale Police Department,CA,8803,11.359763716914689,44303078.495967284,320,664,480,888,0,1,0,1,0,0
200,19,2017-08-09,Kent,King,20.0,B,270,500,78881622.0,Cobb County Police Department,GA,565304,3.361023449329918,13953841.11911467,0,408,500,678,0,1,0,1,0,0
201,1,2017-12-15,McMinnville,Warren,34.0,W,0,0,2356680.0,Coconut Creek Police Department,FL,61128,1.6359115299044626,3855319.984295249,752,770,752,770,0,1,0,1,0,0
203,1,2015-07-17,Memphis,Shelby,19.0,B,0,336,970789.0,Colby Police Department,KS,5315,18.81467544684854,18265079.96237065,0,560,336,560,0,1,0,1,0,0
204,4,2017-10-06,Perryopolis,Fayette,47.0,W,0,0,24117375.0,College Station Police Department,TX,119260,3.3540164346805295,20222518.027838334,160,696,160,696,0,1,0,1,0,0
